state,postcode,individuals,taxable_individuals,total_taxable_income,avg_taxable_income,median_taxable_income,rank_australia,rank_state
VIC,3697,346,337,16550118,47833,38519,2455,660
VIC,3698,611,608,39868074,65251,49889,1285,308
VIC,3699,685,673,37254615,54386,44712,2099,545
VIC,3700,888,882,47948430,53996,46453,2138,558
VIC,3701,649,634,36396090,56080,44907,1962,497
VIC,3705,165,165,9220565,55882,38689,1982,504
VIC,3707,990,972,54250348,54798,44408,2070,530
VIC,3709,179,172,8790800,49111,37411,2400,644
VIC,3711,348,338,21448374,61633,40955,1535,376
VIC,3712,190,185,10788390,56781,47428,1898,477
VIC,3713,503,501,27230532,54136,42871,2126,553
VIC,3714,2177,2155,124112871,57011,46745,1882,473
VIC,3715,205,198,9958985,48580,36583,2418,649
VIC,3717,1931,1894,107074249,55450,44694,2017,513
VIC,3718,55,51,2967213,53949,45023,2140,559
VIC,3719,284,277,18600745,65496,39720,1269,303
VIC,3720,449,443,24612444,54816,42715,2067,528
VIC,3722,3641,3603,236745454,65022,46805,1297,312
VIC,3723,1820,1800,101830366,55951,41951,1977,502
VIC,3724,83,82,4549552,54814,42069,2068,529
VIC,3725,402,394,23896966,59445,51552,1710,431
VIC,3726,238,234,11084528,46574,40132,2493,671
VIC,3727,196,190,9062953,46240,45040,2502,672
VIC,3728,392,384,19992679,51002,44933,2321,623
VIC,3730,5628,5569,338684645,60179,48246,1644,413
VIC,3732,404,395,20747457,51355,41669,2308,619
VIC,3733,136,133,7037553,51747,36514,2274,609
VIC,3735,455,452,27650094,60769,49916,1594,394
VIC,3737,2769,2742,154597225,55831,47305,1989,506
VIC,3738,116,115,6365958,54879,47072,2063,525
VIC,3739,155,155,10063085,64923,48111,1304,313
VIC,3740,739,738,43287264,58575,49338,1772,445
VIC,3741,2225,2202,141663932,63669,46567,1390,336
VIC,3744,277,277,16886080,60961,44085,1580,390
VIC,3746,210,209,11923349,56778,47760,1900,479
VIC,3747,3092,3063,190710079,61679,49611,1532,375
VIC,3749,1338,1326,83460497,62377,47778,1486,362
VIC,3750,16657,16401,1015379079,60958,53984,1581,391
VIC,3751,122,122,10235079,83894,57877,414,100
VIC,3752,15696,15578,1048717187,66814,58403,1175,281
VIC,3753,3649,3596,246035531,67425,60567,1140,266
VIC,3754,30723,30416,2113162464,68781,59958,1036,241
VIC,3755,136,135,9184647,67534,45295,1125,260
VIC,3756,10589,10466,683015592,64502,56405,1332,324
VIC,3757,5489,5423,379576309,69152,55086,1015,235
VIC,3758,1352,1338,88292165,65305,55211,1283,307
VIC,3759,666,662,56530965,84881,60367,387,94
VIC,3760,268,265,19627215,73236,54071,789,174
VIC,3761,771,761,54805781,71084,53409,902,200
VIC,3762,80,80,12907483,161344,63573,21,6
VIC,3763,1066,1062,71408061,66987,54824,1166,274
VIC,3764,6076,6013,406179266,66850,56688,1173,279
VIC,3765,4178,4156,300570732,71941,58777,854,186
VIC,3766,756,750,56360322,74551,64372,715,156
VIC,3767,734,729,55092011,75057,58915,693,151
VIC,3770,2053,2021,163117231,79453,55074,527,117
VIC,3775,2565,2535,191102721,74504,56345,719,158
VIC,3777,6406,6357,415164813,64809,51071,1312,316
VIC,3778,137,137,7068745,51597,46792,2281,612
VIC,3779,294,285,14333455,48753,33567,2411,646
VIC,3781,2684,2663,184294901,68664,56879,1049,244
VIC,3782,4959,4914,363520269,73305,56758,783,172
VIC,3783,1497,1481,108707752,72617,56866,816,178
VIC,3786,987,981,83309503,84407,58232,401,97
VIC,3787,674,669,51472387,76369,54154,637,144
VIC,3788,1121,1105,83486788,74475,55108,723,159
VIC,3789,168,168,15463035,92042,51449,280,73
VIC,3791,923,914,66439903,71983,56043,851,185
VIC,3792,644,640,47792141,74211,56305,735,163
VIC,3793,2182,2159,140860889,64556,51104,1327,322
VIC,3795,890,884,63811196,71698,51814,866,191
VIC,3796,6007,5962,404972513,67417,56718,1141,267
VIC,3797,2088,2063,123190214,58999,49021,1745,442
VIC,3799,3127,3097,175008052,55967,47656,1974,500
VIC,3802,14262,14109,848292329,59479,51710,1705,429
VIC,3803,6217,6135,334904681,53869,48386,2146,561
VIC,3804,5457,5409,442443813,81078,56961,486,110
VIC,3805,35238,34835,2158737692,61262,53112,1554,382
VIC,3806,33038,32709,2598855742,78663,58744,554,123
VIC,3807,4983,4943,393616783,78992,60904,535,119
VIC,3808,2088,2076,182496189,87402,62464,348,86
VIC,3809,14285,14159,981621127,68717,61219,1044,243
VIC,3810,33465,33114,2030503010,60675,54283,1606,399
VIC,3812,1572,1553,104073247,66204,52602,1213,289
VIC,3813,617,605,38264569,62017,52254,1516,371
VIC,3814,1559,1548,101721137,65248,54584,1286,309
VIC,3815,2171,2154,146511218,67486,52843,1129,261
VIC,3816,1912,1880,120118236,62823,54630,1451,354
VIC,3818,10609,10488,645319509,60828,51957,1591,393
VIC,3820,12636,12518,835061617,66086,53248,1222,292
VIC,3821,1904,1875,124487761,65382,48660,1277,305
VIC,3822,651,641,40597612,62362,52288,1488,363
VIC,3823,1326,1304,80361629,60605,51596,1614,400
VIC,3824,3159,3127,199575572,63177,51986,1423,347
VIC,3825,11155,11015,665186512,59631,48715,1691,422
VIC,3831,1178,1160,81699536,69354,47975,1003,232
VIC,3832,158,156,8637383,54667,41177,2081,537
VIC,3833,183,182,10014483,54724,43860,2075,533
VIC,3835,331,321,18777832,56731,43577,1906,483
VIC,3840,8515,8426,495625631,58206,47025,1795,452
VIC,3842,2560,2524,144058317,56273,48057,1943,491
VIC,3844,18561,18430,1316456266,70926,56401,908,201
VIC,3847,1292,1265,74915355,57984,48776,1808,454
VIC,3850,8831,8763,589860532,66794,52517,1177,282
VIC,3851,2963,2906,176499721,59568,44629,1696,424
VIC,3852,96,96,6791579,70746,70963,916,204
VIC,3853,68,67,11445385,168314,59244,16,3
VIC,3854,964,955,67496657,70017,56790,964,216
VIC,3856,655,652,40960936,62536,52720,1471,359
VIC,3857,207,201,12563393,60693,49487,1602,398
VIC,3858,1861,1837,107360529,57690,47942,1828,459
VIC,3859,533,526,28715009,53874,49289,2145,560
VIC,3860,4381,4335,261682580,59731,48370,1681,420
VIC,3862,2267,2227,131515290,58013,49836,1807,453
VIC,3864,124,123,5604977,45201,36825,2530,676
VIC,3865,330,325,16987854,51478,42669,2296,617
VIC,3869,1193,1181,78846525,66091,54527,1221,291
VIC,3870,735,722,39800996,54151,43682,2123,552
VIC,3871,1677,1657,99172601,59137,46082,1734,438
VIC,3873,226,218,9369842,41459,43336,2582,690
VIC,3874,386,378,40668864,105360,39620,157,41
VIC,3875,11702,11599,647908240,55367,47025,2025,516
VIC,3878,793,781,44276630,55834,46673,1987,505
VIC,3880,2331,2312,125344525,53773,42367,2153,564
VIC,3882,865,856,47121816,54476,44907,2095,542
VIC,3885,1131,1114,57838439,51139,44837,2316,621
VIC,3886,223,221,11027546,49451,37879,2388,640
VIC,3887,179,173,7462265,41689,39386,2580,688
VIC,3888,1883,1865,97542857,51802,42767,2270,607
VIC,3889,80,75,2554943,31937,25524,2611,697
VIC,3890,163,159,7924581,48617,42934,2416,648
VIC,3891,67,65,2685382,40080,37626,2586,693
VIC,3892,643,635,32041658,49832,37073,2374,639
VIC,3895,123,116,5280088,42928,31400,2564,684
VIC,3896,223,220,12345300,55360,43410,2029,519
VIC,3898,418,412,21765886,52072,43428,2254,603
VIC,3900,120,119,5816601,48472,39176,2425,651
VIC,3902,235,231,12364685,52616,44870,2220,588
VIC,3903,469,466,26695924,56921,43722,1890,476
VIC,3904,1084,1072,58885405,54322,40764,2106,546
VIC,3909,4418,4362,227450487,51483,41423,2295,616
VIC,3910,14447,14344,1008691959,69820,59624,976,221
VIC,3911,2229,2211,155050241,69560,55286,990,226
VIC,3912,9685,9620,676706936,69872,56097,970,218
VIC,3913,2371,2361,166486246,70218,53906,953,213
VIC,3915,5572,5518,346337961,62157,51025,1505,366
VIC,3916,661,655,86911002,131484,57903,53,13
VIC,3918,2623,2601,176666965,67353,52237,1148,271
VIC,3919,1927,1916,117485435,60968,53316,1579,389
VIC,3920,383,381,24575053,64165,58403,1362,332
VIC,3921,68,67,3990245,58680,31573,1763,444
VIC,3922,5693,5634,319388130,56102,43432,1959,496
VIC,3923,479,473,31393599,65540,42379,1262,300
VIC,3925,2748,2725,174026828,63329,46462,1408,342
VIC,3926,2220,2198,217389939,97923,52570,207,58
VIC,3927,1119,1106,95807927,85619,50860,376,93
VIC,3928,309,307,45167517,146173,56058,33,9
VIC,3929,780,772,130634089,167480,52768,19,5
VIC,3930,11685,11587,1217876276,104226,62743,164,44
VIC,3931,15135,15014,1090100211,72025,52126,849,184
VIC,3933,751,737,70096064,93337,50810,264,67
VIC,3934,12235,12144,1061204553,86735,56136,360,90
VIC,3936,7830,7757,523552515,66865,48899,1171,278
VIC,3937,1053,1045,115805528,109977,51429,128,33
VIC,3938,2081,2058,134208005,64492,46308,1333,325
VIC,3939,8777,8699,526310271,59965,47213,1659,418
VIC,3940,2399,2373,127438533,53122,44271,2192,581
VIC,3941,7745,7688,511254390,66011,45968,1228,294
VIC,3942,1705,1686,154195187,90437,49661,298,76
VIC,3943,1301,1280,147518125,113388,52745,110,26
VIC,3944,641,633,142464862,222254,72315,7,2
VIC,3945,649,639,38315920,59038,42647,1741,441
VIC,3946,170,166,9275713,54563,41428,2087,539
VIC,3950,2963,2926,166110262,56062,46008,1964,498
VIC,3951,675,664,37580749,55675,43772,2006,511
VIC,3953,4945,4897,292614852,59174,46859,1729,434
VIC,3954,265,264,14246922,53762,40712,2155,565
VIC,3956,1660,1630,95731123,57669,42466,1830,460
VIC,3957,204,198,12309113,60339,51165,1633,407
VIC,3958,172,169,9297158,54053,45943,2133,555
VIC,3959,764,754,40041110,52410,39542,2229,594
VIC,3960,1614,1595,87194628,54024,41604,2136,557
VIC,3962,511,500,22747757,44516,39159,2542,679
VIC,3964,105,105,6058551,57700,44981,1827,458
VIC,3965,123,122,5839326,47474,35262,2466,663
VIC,3966,353,346,20039555,56769,42218,1901,480
VIC,3967,72,70,3800972,52791,42402,2207,585
VIC,3971,2317,2268,110500796,47691,39780,2461,661
VIC,3975,11179,11047,721448085,64536,56037,1330,323
VIC,3976,14566,14351,777311884,53365,50255,2178,577
VIC,3977,71565,70763,4438327571,62018,55170,1515,370
VIC,3978,33550,33149,2120483864,63204,56901,1420,346
VIC,3979,253,244,13778394,54460,42684,2096,543
VIC,3980,2128,2115,139423306,65518,55618,1265,301
VIC,3981,3315,3264,217137067,65501,55250,1268,302
VIC,3984,4599,4551,281391324,61185,52477,1562,384
VIC,3987,973,962,58407462,60028,53099,1653,416
VIC,3988,711,706,37102278,52183,45051,2246,602
VIC,3990,97,97,4932953,50855,43596,2330,628
VIC,3991,269,264,14722794,54732,41870,2074,532
VIC,3992,779,774,40672373,52211,45016,2241,598
VIC,3995,6592,6514,345130658,52356,43717,2230,595
VIC,3996,3856,3823,244794543,63484,45409,1401,339
